seqId,BLASTN,CLARK,KRAKEN,MetaPhlAn,TIPP
C_freundii_MiSeq.186049,545,290338,0,1333848,0
C_freundii_MiSeq.187868,54291,1286170,0,1333848,0
C_freundii_MiSeq.188805,0,543,0,1333848,0
C_freundii_MiSeq.189300,0,0,0,0,0
C_freundii_MiSeq.189700,0,0,0,1333849,0
C_freundii_MiSeq.189944,0,0,0,1333848,0
C_freundii_MiSeq.190024,28901,59201,0,1333848,0
C_freundii_MiSeq.190043,0,0,0,0,0
C_freundii_MiSeq.19024,0,0,0,1333848,0
C_freundii_MiSeq.190444,0,1218933,0,0,0
C_freundii_MiSeq.191765,0,0,0,0,0
C_freundii_MiSeq.193539,28901,59201,0,0,0
C_freundii_MiSeq.194184,545,290338,0,1333848,0
C_freundii_MiSeq.194328,550,1045856,0,1354030,0
C_freundii_MiSeq.196320,0,1166130,0,1333848,0
C_freundii_MiSeq.20011,0,0,0,1333848,0
C_freundii_MiSeq.200312,0,0,0,0,0
C_freundii_MiSeq.201219,0,0,0,0,0
C_freundii_MiSeq.201667,550,1045856,0,290338,0
C_freundii_MiSeq.201914,0,0,0,0,0
C_freundii_MiSeq.203843,0,0,0,0,0
C_freundii_MiSeq.205245,0,0,0,0,0
C_freundii_MiSeq.208606,550,1045856,0,1333848,0
C_freundii_MiSeq.210046,0,0,0,0,0
C_freundii_MiSeq.210438,0,1224,0,588,0
C_freundii_MiSeq.210874,0,0,0,1333848,0
C_freundii_MiSeq.210970,0,0,0,0,0
C_freundii_MiSeq.212653,54291,693444,0,303,0
C_freundii_MiSeq.213353,0,0,0,1333848,0
C_freundii_MiSeq.213599,0,0,0,1333848,0
C_freundii_MiSeq.214547,0,2,0,562,0
C_freundii_MiSeq.215745,399742,399742,0,1006003,0
C_freundii_MiSeq.21682,67825,637910,0,1333848,0
C_freundii_MiSeq.221829,0,0,0,0,0
C_freundii_MiSeq.222960,0,0,0,0,0
C_freundii_MiSeq.223162,0,0,0,0,0
C_freundii_MiSeq.22330,0,0,0,0,0
C_freundii_MiSeq.223390,317,205918,0,1333848,0
C_freundii_MiSeq.224666,0,0,0,1333848,0
C_freundii_MiSeq.225039,564,701347,0,1333848,0
C_freundii_MiSeq.225650,0,0,0,1333848,0
C_freundii_MiSeq.226302,61645,640513,0,1333848,0
C_freundii_MiSeq.226591,0,0,0,0,0
C_freundii_MiSeq.226987,0,0,0,0,0
C_freundii_MiSeq.227192,554,1218933,0,1333850,0
C_freundii_MiSeq.229615,0,0,0,0,0
C_freundii_MiSeq.229833,0,0,0,0,0
C_freundii_MiSeq.230392,0,0,0,0,0
C_freundii_MiSeq.230413,0,0,0,1333848,0
C_freundii_MiSeq.231222,0,0,0,0,0
C_freundii_MiSeq.23152,28901,28901,0,1333848,0
C_freundii_MiSeq.234124,0,0,0,0,0
C_freundii_MiSeq.235284,545,290338,0,1333848,0
C_freundii_MiSeq.238826,0,0,444888,1333848,0
C_freundii_MiSeq.24257,550,1045856,0,1211025,0
C_freundii_MiSeq.242599,0,0,0,1333848,0
C_freundii_MiSeq.24305,0,0,0,0,0
C_freundii_MiSeq.244964,54736,54736,0,1333848,0
C_freundii_MiSeq.245318,28901,58095,0,1333848,0
C_freundii_MiSeq.247032,182337,634500,0,0,0
C_freundii_MiSeq.248657,0,0,0,1333848,0
C_freundii_MiSeq.249984,28901,41514,0,1333848,0
C_freundii_MiSeq.251693,0,544,0,1333848,0
C_freundii_MiSeq.252137,0,0,0,0,0
C_freundii_MiSeq.253776,54736,54736,0,1333848,0
C_freundii_MiSeq.255404,1334193,701347,0,0,0
C_freundii_MiSeq.256022,0,0,0,0,0
C_freundii_MiSeq.256109,0,0,0,0,0
C_freundii_MiSeq.256490,0,0,0,0,0
C_freundii_MiSeq.256986,0,0,0,1333848,0
C_freundii_MiSeq.257205,0,0,0,0,0
C_freundii_MiSeq.259352,0,0,0,1333848,0
C_freundii_MiSeq.260077,545,290338,0,1333848,0
C_freundii_MiSeq.261812,0,0,0,0,0
C_freundii_MiSeq.261821,0,0,0,1333848,0
C_freundii_MiSeq.261979,0,0,0,0,0
C_freundii_MiSeq.262922,562,1038927,0,562,0
C_freundii_MiSeq.263375,0,0,133448,1333848,0
C_freundii_MiSeq.26366,545,290338,0,877468,0
C_freundii_MiSeq.264209,0,0,0,0,0
C_freundii_MiSeq.264843,28901,59201,0,1333848,0
C_freundii_MiSeq.265425,399742,399742,0,1333848,0
C_freundii_MiSeq.26713,0,0,0,0,0
C_freundii_MiSeq.267250,545,290338,0,1333848,0
C_freundii_MiSeq.268309,40576,550,0,630626,0
C_freundii_MiSeq.26860,615,1249634,0,1333848,0
C_freundii_MiSeq.269342,0,0,0,0,0
C_freundii_MiSeq.269657,0,0,0,1333848,0
C_freundii_MiSeq.269660,0,0,0,1333848,0
C_freundii_MiSeq.270415,0,620,624,1406314,0
C_freundii_MiSeq.271771,0,0,0,1333848,0
C_freundii_MiSeq.272672,0,0,0,0,0
C_freundii_MiSeq.273122,0,0,0,0,0
C_freundii_MiSeq.274621,0,0,0,1333848,0
C_freundii_MiSeq.276884,0,0,0,0,0
C_freundii_MiSeq.276918,571,1191061,0,571,0
C_freundii_MiSeq.27808,0,0,0,0,0
C_freundii_MiSeq.278739,0,0,0,0,0
C_freundii_MiSeq.278940,0,0,0,1333848,0
C_freundii_MiSeq.27944,0,0,0,0,0
C_freundii_MiSeq.279456,0,0,0,0,0
C_freundii_MiSeq.281273,0,0,0,0,0
C_freundii_MiSeq.281719,0,0,0,0,0
C_freundii_MiSeq.282537,550,1045856,0,1193292,0
C_freundii_MiSeq.283358,0,0,0,0,0
C_freundii_MiSeq.283529,0,0,0,0,0
C_freundii_MiSeq.287735,0,543,0,679895,63612
C_freundii_MiSeq.289010,0,0,0,0,0
C_freundii_MiSeq.289981,550,716541,0,716541,0
C_freundii_MiSeq.290194,0,570,0,545,0
C_freundii_MiSeq.290591,0,0,0,1333848,0
C_freundii_MiSeq.291057,0,543,1385,67826,0
C_freundii_MiSeq.292202,0,635,0,0,0
C_freundii_MiSeq.292364,0,34037,0,1333848,0
C_freundii_MiSeq.292365,0,0,0,0,0
C_freundii_MiSeq.292680,0,0,0,0,0
C_freundii_MiSeq.293792,0,41514,0,1333848,0
C_freundii_MiSeq.295850,0,0,0,0,0
C_freundii_MiSeq.296002,573,1049565,0,693444,0
C_freundii_MiSeq.296387,0,0,0,0,0
C_freundii_MiSeq.297119,399742,399742,0,546,0
C_freundii_MiSeq.297200,0,0,0,0,0
C_freundii_MiSeq.297906,61645,640513,0,1333848,0
C_freundii_MiSeq.298939,0,0,0,1333848,0
C_freundii_MiSeq.299628,545,290338,0,1333848,0
C_freundii_MiSeq.299773,0,0,0,0,0
C_freundii_MiSeq.301495,28901,1267753,0,1333848,0
C_freundii_MiSeq.301976,62322,62322,0,0,0
C_freundii_MiSeq.302615,0,0,0,0,0
C_freundii_MiSeq.304860,0,0,0,546,0
C_freundii_MiSeq.30598,0,0,0,0,0
C_freundii_MiSeq.308210,0,0,0,0,0
C_freundii_MiSeq.308871,0,0,0,0,0
C_freundii_MiSeq.311433,0,0,0,0,0
C_freundii_MiSeq.31191,1166130,1166130,0,1333848,0
C_freundii_MiSeq.312072,0,0,0,0,0
C_freundii_MiSeq.31236,0,543,0,1333848,0
C_freundii_MiSeq.314540,0,0,0,0,0
C_freundii_MiSeq.314785,54291,1286170,0,0,0
C_freundii_MiSeq.314806,1166130,1166130,0,184912,0
C_freundii_MiSeq.314939,582,1124991,0,1333848,0
C_freundii_MiSeq.315193,545,290338,0,1333848,0
C_freundii_MiSeq.31549,0,0,0,0,0
C_freundii_MiSeq.316516,548,1028307,0,0,0
C_freundii_MiSeq.317270,0,0,0,0,0
C_freundii_MiSeq.317322,0,0,0,0,0
C_freundii_MiSeq.319419,562,562,0,1333848,0
C_freundii_MiSeq.319751,0,0,0,0,0
C_freundii_MiSeq.31998,82996,1348660,0,1348660,0
C_freundii_MiSeq.321359,0,543,0,0,0
C_freundii_MiSeq.322033,28901,41514,0,1333848,0
C_freundii_MiSeq.322500,0,0,0,546,0
C_freundii_MiSeq.322677,0,0,0,0,0
C_freundii_MiSeq.322705,28901,28901,0,1333848,0
C_freundii_MiSeq.323354,0,0,0,0,0
C_freundii_MiSeq.324337,28901,300267,0,1333848,0
C_freundii_MiSeq.324557,29488,243265,0,546,0
C_freundii_MiSeq.330560,0,0,0,0,0
C_freundii_MiSeq.330882,67825,637910,544,0,0
C_freundii_MiSeq.331396,0,0,0,0,0
C_freundii_MiSeq.331434,0,0,0,0,0
C_freundii_MiSeq.331708,0,640513,0,0,0
C_freundii_MiSeq.333649,592316,592316,0,1333848,0
C_freundii_MiSeq.33592,0,2,0,287,0
C_freundii_MiSeq.337163,0,0,0,0,0
C_freundii_MiSeq.337684,0,0,0,0,0
C_freundii_MiSeq.338235,34038,745277,0,1333848,0
C_freundii_MiSeq.340496,67825,637910,0,546,0
C_freundii_MiSeq.340841,0,0,0,0,0
C_freundii_MiSeq.341167,0,0,133448,0,0
C_freundii_MiSeq.341354,0,0,0,0,0
C_freundii_MiSeq.342301,545,290338,0,1333848,0
C_freundii_MiSeq.343737,550,1211025,0,1333848,0
C_freundii_MiSeq.344964,0,543,0,546,0
C_freundii_MiSeq.345177,0,0,0,0,0
C_freundii_MiSeq.347080,0,1286170,0,562,0
C_freundii_MiSeq.350051,0,0,0,1333848,0
C_freundii_MiSeq.350121,0,543,0,545,0
C_freundii_MiSeq.350702,592316,592316,0,1333848,0
C_freundii_MiSeq.351509,0,0,0,0,0
C_freundii_MiSeq.352035,0,0,0,0,0
C_freundii_MiSeq.352077,571,543,0,1333848,0
C_freundii_MiSeq.352304,0,0,0,0,0
C_freundii_MiSeq.352543,545,290338,0,1333848,0
C_freundii_MiSeq.353177,61645,640513,132406,1333848,0
C_freundii_MiSeq.353926,0,0,0,0,0
C_freundii_MiSeq.354635,0,0,0,0,0
C_freundii_MiSeq.356482,0,0,0,1333848,0
C_freundii_MiSeq.358472,0,0,0,0,0
C_freundii_MiSeq.359143,0,0,0,0,0
C_freundii_MiSeq.360299,0,0,0,0,0
C_freundii_MiSeq.360546,0,0,0,545,0
C_freundii_MiSeq.362014,548,1028307,0,1333848,0
C_freundii_MiSeq.362799,693444,693444,0,3659,0
C_freundii_MiSeq.363333,0,0,0,1333848,0
C_freundii_MiSeq.366777,0,0,0,0,0
C_freundii_MiSeq.367145,0,0,0,0,0
C_freundii_MiSeq.367683,550,716541,0,716541,0
C_freundii_MiSeq.368446,0,0,0,0,0
C_freundii_MiSeq.368491,28141,28141,0,1333848,0
C_freundii_MiSeq.368582,624,624,0,1333848,0
C_freundii_MiSeq.368717,0,0,0,1333848,0
C_freundii_MiSeq.369171,0,0,0,0,0
C_freundii_MiSeq.369719,0,543,0,1333848,0
C_freundii_MiSeq.37013,545,290338,0,0,0
C_freundii_MiSeq.370242,0,0,0,0,0
C_freundii_MiSeq.370296,0,1104326,0,0,0
C_freundii_MiSeq.370430,0,0,0,1333848,0
C_freundii_MiSeq.371453,0,543,0,562,0
C_freundii_MiSeq.371583,0,0,0,0,0
C_freundii_MiSeq.373145,573,573,0,72407,0
C_freundii_MiSeq.374768,0,0,0,1333848,0
C_freundii_MiSeq.374849,0,0,0,0,0
C_freundii_MiSeq.375899,0,0,0,1333848,0
C_freundii_MiSeq.376079,0,0,0,1333848,0
C_freundii_MiSeq.377197,0,0,0,0,0
C_freundii_MiSeq.37749,67825,637910,0,1333848,0
C_freundii_MiSeq.377554,0,0,0,1333848,0
C_freundii_MiSeq.377656,28901,1173427,0,562,0
C_freundii_MiSeq.377756,545,290338,0,1333848,0
C_freundii_MiSeq.377943,0,0,0,0,0
C_freundii_MiSeq.378366,548,548,0,0,0
C_freundii_MiSeq.379274,61645,640513,0,545,0
C_freundii_MiSeq.379603,545,290338,0,1333848,0
C_freundii_MiSeq.380287,0,0,0,0,0
C_freundii_MiSeq.380441,28901,59201,0,1333848,0
C_freundii_MiSeq.380610,0,0,0,0,0
C_freundii_MiSeq.382353,592316,543,0,1333848,0
C_freundii_MiSeq.383797,0,0,0,0,0
C_freundii_MiSeq.384021,564,585054,0,1333850,0
C_freundii_MiSeq.384195,548,548,0,1333848,0
C_freundii_MiSeq.385640,0,0,0,0,0
C_freundii_MiSeq.386106,693444,693444,0,0,0
C_freundii_MiSeq.386728,0,0,0,0,0
C_freundii_MiSeq.387178,28901,59201,0,0,0
C_freundii_MiSeq.388752,28901,28901,0,637910,0
C_freundii_MiSeq.388836,67825,637910,0,0,0
C_freundii_MiSeq.389511,0,543,0,667120,0
C_freundii_MiSeq.390586,0,0,0,1333848,0
C_freundii_MiSeq.392895,0,0,0,0,0
C_freundii_MiSeq.393393,0,0,0,0,0
C_freundii_MiSeq.393410,0,0,0,546,0
C_freundii_MiSeq.394576,0,0,0,0,0
C_freundii_MiSeq.395831,0,0,0,1333848,0
C_freundii_MiSeq.395958,0,0,0,1333848,0
C_freundii_MiSeq.396101,0,0,69218,0,0
C_freundii_MiSeq.396156,562,585396,0,562,0
C_freundii_MiSeq.398160,28901,1016998,0,1333848,0
C_freundii_MiSeq.399936,0,290338,0,1333848,0
C_freundii_MiSeq.400323,54291,1286170,0,573,0
C_freundii_MiSeq.401631,545,290338,0,1333848,0
C_freundii_MiSeq.401700,0,0,0,0,0
C_freundii_MiSeq.402667,0,0,0,1333848,0
C_freundii_MiSeq.402799,28901,59201,0,98360,0
C_freundii_MiSeq.403634,0,543,0,0,0
C_freundii_MiSeq.40425,0,0,0,0,0
C_freundii_MiSeq.404365,0,0,0,0,0
C_freundii_MiSeq.404390,28901,59201,0,90371,0
C_freundii_MiSeq.408822,562,216592,0,1333848,0
C_freundii_MiSeq.408870,0,543,0,1421338,0
C_freundii_MiSeq.409070,0,0,0,1333848,0
C_freundii_MiSeq.410473,0,0,0,0,0
C_freundii_MiSeq.41145,0,0,0,1333848,0
C_freundii_MiSeq.411706,0,0,0,1333848,0
C_freundii_MiSeq.413264,28901,41514,0,1333848,0
C_freundii_MiSeq.413406,54736,54736,0,1333848,0
C_freundii_MiSeq.413479,0,0,0,0,0
C_freundii_MiSeq.414528,0,0,0,0,0
C_freundii_MiSeq.415293,1334193,543,0,1333848,0
C_freundii_MiSeq.41536,0,0,0,0,0
C_freundii_MiSeq.416137,693444,693444,0,545,0
C_freundii_MiSeq.416467,693444,693444,0,1333848,0
C_freundii_MiSeq.41737,0,0,0,0,0
C_freundii_MiSeq.417601,67825,590,0,1333848,0
C_freundii_MiSeq.418588,0,0,0,1035377,0
C_freundii_MiSeq.418779,0,0,0,1333848,0
C_freundii_MiSeq.418816,0,0,29486,0,0
C_freundii_MiSeq.418912,0,0,0,0,0
C_freundii_MiSeq.419571,545,290338,0,1333848,0
C_freundii_MiSeq.419697,0,0,0,0,0
C_freundii_MiSeq.423655,0,0,0,0,0
C_freundii_MiSeq.423658,0,0,0,0,0
C_freundii_MiSeq.423967,0,0,0,0,0
C_freundii_MiSeq.429779,0,0,0,1333848,0
C_freundii_MiSeq.430717,61645,640513,0,640513,0
C_freundii_MiSeq.430845,0,0,0,0,0
C_freundii_MiSeq.430939,0,0,133448,0,0
C_freundii_MiSeq.431312,0,0,0,0,0
C_freundii_MiSeq.432279,0,0,0,0,0
C_freundii_MiSeq.433814,0,0,0,596415,0
C_freundii_MiSeq.433923,550,716541,0,1333848,0
C_freundii_MiSeq.434249,0,543,0,546,0
C_freundii_MiSeq.435521,0,543,0,1333849,0
C_freundii_MiSeq.435763,0,0,0,0,0
C_freundii_MiSeq.43724,0,0,0,0,0
C_freundii_MiSeq.437584,0,0,0,0,0
C_freundii_MiSeq.438821,0,0,0,0,0
C_freundii_MiSeq.439865,426114,426114,0,426114,0
C_freundii_MiSeq.440120,693444,693444,0,1333848,0
C_freundii_MiSeq.440771,0,0,0,1262462,0
C_freundii_MiSeq.441475,0,0,0,0,0
C_freundii_MiSeq.441590,0,0,0,1333848,0
C_freundii_MiSeq.4439,550,550,0,1333848,0
C_freundii_MiSeq.443960,0,0,0,0,0
C_freundii_MiSeq.445170,0,0,0,0,0
C_freundii_MiSeq.445492,592316,592316,0,1333848,0
C_freundii_MiSeq.445989,67825,637910,0,1333848,0
C_freundii_MiSeq.44697,0,0,0,0,0
C_freundii_MiSeq.447917,0,0,0,1333848,0
C_freundii_MiSeq.448058,0,620,624,1406314,0
C_freundii_MiSeq.44836,0,59201,0,1333848,0
C_freundii_MiSeq.448773,0,543,0,1333848,0
C_freundii_MiSeq.45127,0,0,0,1333848,0
C_freundii_MiSeq.45143,545,290338,0,1490,0
C_freundii_MiSeq.452752,0,0,0,1333848,0
C_freundii_MiSeq.453108,28901,611,0,1299044,0
C_freundii_MiSeq.453956,0,0,0,0,0
C_freundii_MiSeq.455520,0,0,0,1333848,0
C_freundii_MiSeq.455851,1334193,701347,0,0,0
C_freundii_MiSeq.456825,0,0,0,0,0
C_freundii_MiSeq.457348,0,0,0,0,0
C_freundii_MiSeq.457486,545,290338,551,1333848,0
C_freundii_MiSeq.458910,545,290338,0,1333848,0
C_freundii_MiSeq.459353,0,0,0,0,0
C_freundii_MiSeq.45982,741091,573,0,1286170,0
C_freundii_MiSeq.460236,54736,637910,0,1386967,0
C_freundii_MiSeq.460756,0,543,0,644651,0
C_freundii_MiSeq.461911,0,0,0,0,0
C_freundii_MiSeq.463795,571,1236,0,546,0
C_freundii_MiSeq.464142,0,0,0,0,0
C_freundii_MiSeq.464156,0,0,0,0,0
C_freundii_MiSeq.464485,0,0,0,1333848,0
C_freundii_MiSeq.46562,573,573,0,1308980,0
C_freundii_MiSeq.46563,562,562,0,0,0
C_freundii_MiSeq.469067,0,0,0,0,0
C_freundii_MiSeq.469764,0,1211025,0,1333848,0
C_freundii_MiSeq.469868,28901,59201,0,290339,0
C_freundii_MiSeq.470750,0,0,0,0,0
C_freundii_MiSeq.470817,550,1104326,0,1333848,0
C_freundii_MiSeq.471116,0,0,0,0,0
C_freundii_MiSeq.471948,61645,640513,0,0,0
C_freundii_MiSeq.472648,0,0,0,0,0
C_freundii_MiSeq.472674,0,0,0,0,0
C_freundii_MiSeq.473782,0,0,0,0,0
C_freundii_MiSeq.477308,28901,611,0,1299044,0
C_freundii_MiSeq.479468,67825,637910,0,1333848,0
C_freundii_MiSeq.479530,0,1045856,0,546,0
C_freundii_MiSeq.480135,754477,543,0,1333848,0
C_freundii_MiSeq.481012,0,0,0,1333848,0
C_freundii_MiSeq.481834,399742,399742,0,1333848,0
C_freundii_MiSeq.483287,0,0,0,0,0
C_freundii_MiSeq.48360,0,0,0,308866,0
C_freundii_MiSeq.485859,0,0,0,1333848,0
C_freundii_MiSeq.487223,0,543,0,1333848,0
C_freundii_MiSeq.488436,28141,28141,0,571,0
C_freundii_MiSeq.490077,0,0,0,0,0
C_freundii_MiSeq.490278,0,0,0,1333848,0
C_freundii_MiSeq.490498,550,1045856,0,0,0
C_freundii_MiSeq.491541,0,543,0,0,0
C_freundii_MiSeq.493933,0,0,0,1333848,0
C_freundii_MiSeq.494539,0,0,0,1333848,0
C_freundii_MiSeq.495190,0,0,0,0,0
C_freundii_MiSeq.495305,0,0,0,1333848,0
C_freundii_MiSeq.495888,550,1045856,0,1333850,0
C_freundii_MiSeq.496133,0,0,0,1333848,0
C_freundii_MiSeq.496196,545,290338,0,545,0
C_freundii_MiSeq.496896,693444,693444,0,0,0
C_freundii_MiSeq.496914,0,0,0,0,0
C_freundii_MiSeq.49699,0,0,0,0,0
C_freundii_MiSeq.49941,1166130,1166130,0,571,0
C_freundii_MiSeq.500584,67825,543,0,1333848,0
C_freundii_MiSeq.5008,0,0,0,1333848,0
C_freundii_MiSeq.500841,0,0,0,1333848,0
C_freundii_MiSeq.501400,0,590,0,1386967,28901
C_freundii_MiSeq.501889,0,0,0,0,0
C_freundii_MiSeq.502676,0,0,0,701347,0
C_freundii_MiSeq.503538,0,0,0,0,0
C_freundii_MiSeq.504362,0,0,0,1333848,0
C_freundii_MiSeq.507174,0,543,0,1333848,0
C_freundii_MiSeq.507568,0,0,0,1333848,0
C_freundii_MiSeq.508040,28901,59201,0,1333848,0
C_freundii_MiSeq.508422,0,0,0,0,0
C_freundii_MiSeq.50970,0,0,0,1333848,0
C_freundii_MiSeq.509848,0,0,0,546,0
C_freundii_MiSeq.512369,0,0,0,0,0
C_freundii_MiSeq.512400,614,536019,0,1333848,0
C_freundii_MiSeq.513878,562,585397,0,0,0
C_freundii_MiSeq.514791,0,0,0,1333848,0
C_freundii_MiSeq.515194,0,0,0,1333848,0
C_freundii_MiSeq.51554,573,72407,0,573,0
C_freundii_MiSeq.515826,0,0,0,0,0
C_freundii_MiSeq.517929,0,0,0,0,0
C_freundii_MiSeq.518309,0,0,0,0,0
C_freundii_MiSeq.518528,0,0,0,0,0
C_freundii_MiSeq.518548,0,0,0,0,0
C_freundii_MiSeq.52311,0,0,0,0,0
C_freundii_MiSeq.524569,0,0,0,1333848,0
C_freundii_MiSeq.524744,0,0,0,0,0
C_freundii_MiSeq.524925,61645,640513,0,1421338,0
C_freundii_MiSeq.52495,0,0,0,1333848,0
C_freundii_MiSeq.525885,0,0,0,1333848,0
C_freundii_MiSeq.526286,0,0,0,546,0
C_freundii_MiSeq.526374,0,0,0,1333848,0
C_freundii_MiSeq.526998,0,0,0,1333848,0
C_freundii_MiSeq.527932,0,0,0,0,0
C_freundii_MiSeq.527979,0,0,0,0,0
C_freundii_MiSeq.531529,545,290338,0,1333848,0
C_freundii_MiSeq.531536,0,0,0,0,0
C_freundii_MiSeq.531549,545,290338,0,1333848,0
C_freundii_MiSeq.531801,0,0,0,0,0
C_freundii_MiSeq.532012,0,548,0,1333848,296591
C_freundii_MiSeq.532202,0,0,0,0,0
C_freundii_MiSeq.5327,54736,1197719,0,1333848,0
C_freundii_MiSeq.532796,0,0,0,0,0
C_freundii_MiSeq.532937,0,0,0,0,0
C_freundii_MiSeq.53350,562,562,0,1333848,0
C_freundii_MiSeq.53364,54291,1286170,0,1333848,0
C_freundii_MiSeq.534180,545,290338,0,1333848,0
C_freundii_MiSeq.535040,550,550,0,1333848,0
C_freundii_MiSeq.536481,0,0,0,0,0
C_freundii_MiSeq.536798,0,1,0,1003191,0
C_freundii_MiSeq.536878,0,0,0,0,0
C_freundii_MiSeq.538954,693444,122277,0,119912,0
C_freundii_MiSeq.539731,0,0,0,1333848,0
C_freundii_MiSeq.540826,0,0,0,0,0
C_freundii_MiSeq.541593,0,0,0,0,0
C_freundii_MiSeq.543660,0,0,0,1333848,0
C_freundii_MiSeq.544873,0,0,0,0,0
C_freundii_MiSeq.54642,0,543,1385,77133,0
C_freundii_MiSeq.546550,0,613,0,571,0
C_freundii_MiSeq.546814,0,0,0,1333848,0
C_freundii_MiSeq.546923,562,543,0,1333848,0
C_freundii_MiSeq.547044,28901,59201,0,1406860,0
C_freundii_MiSeq.547367,545,290338,0,1333848,0
C_freundii_MiSeq.547615,0,0,0,1333848,0
C_freundii_MiSeq.549147,0,0,0,0,0
C_freundii_MiSeq.550049,564,585054,0,1333848,0
C_freundii_MiSeq.550960,0,0,0,0,0
C_freundii_MiSeq.554427,0,0,0,1333848,0
C_freundii_MiSeq.554524,550,1045856,0,1333848,0
C_freundii_MiSeq.554615,0,551,0,1333848,0
C_freundii_MiSeq.555162,545,290338,0,1333848,0
C_freundii_MiSeq.558378,0,0,0,0,0
C_freundii_MiSeq.559485,693444,693444,0,1333848,0
C_freundii_MiSeq.55951,0,0,0,0,0
C_freundii_MiSeq.560026,545,290338,0,546,0
C_freundii_MiSeq.560851,0,0,0,0,0
C_freundii_MiSeq.561841,545,548,0,1333848,0
C_freundii_MiSeq.562161,0,543,0,562,0
C_freundii_MiSeq.563793,0,0,0,0,0
C_freundii_MiSeq.564361,67825,637910,0,1333848,0
C_freundii_MiSeq.566874,0,0,0,0,0
C_freundii_MiSeq.567549,550,550,0,1333848,0
C_freundii_MiSeq.568085,545,290338,0,1333848,0
C_freundii_MiSeq.569437,0,0,0,0,0
C_freundii_MiSeq.56980,0,0,0,1333848,0
C_freundii_MiSeq.570087,0,0,0,0,0
C_freundii_MiSeq.570097,0,543,0,1333848,0
C_freundii_MiSeq.570915,0,0,0,1333848,0
C_freundii_MiSeq.572401,0,0,0,0,0
C_freundii_MiSeq.573681,545,543,0,1333848,0
C_freundii_MiSeq.576143,0,0,0,0,0
C_freundii_MiSeq.580339,0,0,0,0,0
C_freundii_MiSeq.581025,0,543,0,1333849,0
C_freundii_MiSeq.581588,67825,637910,0,0,0
C_freundii_MiSeq.581658,0,543,0,1333848,0
C_freundii_MiSeq.581784,545,290338,545,0,0
C_freundii_MiSeq.584125,0,0,0,0,0
C_freundii_MiSeq.586811,0,543,0,1333848,0
C_freundii_MiSeq.587427,0,0,0,0,0
C_freundii_MiSeq.588330,545,290338,0,545,0
C_freundii_MiSeq.589408,0,0,0,0,0
C_freundii_MiSeq.589511,0,0,0,1333848,0
C_freundii_MiSeq.589521,0,0,0,0,0
C_freundii_MiSeq.590003,0,290338,0,545,0
C_freundii_MiSeq.591388,54736,54736,0,1333848,0
C_freundii_MiSeq.591847,28901,59201,0,1333848,0
C_freundii_MiSeq.592733,1166130,1166130,0,546,0
C_freundii_MiSeq.593100,545,290338,0,0,0
C_freundii_MiSeq.594051,562,562,0,562,0
C_freundii_MiSeq.594614,0,0,0,0,0
C_freundii_MiSeq.597342,0,0,0,0,0
C_freundii_MiSeq.597659,0,0,0,1333848,0
C_freundii_MiSeq.597916,0,0,0,1333848,0
C_freundii_MiSeq.59863,0,0,0,1333848,0
C_freundii_MiSeq.599105,54736,54736,0,1333848,0
C_freundii_MiSeq.599688,0,0,0,0,0
C_freundii_MiSeq.601377,0,0,0,0,0
C_freundii_MiSeq.601806,0,0,0,0,0
C_freundii_MiSeq.602912,562,562,0,941322,0
C_freundii_MiSeq.606958,0,54388,0,1333848,0
C_freundii_MiSeq.608066,0,0,0,0,0
C_freundii_MiSeq.609836,0,0,0,0,0
C_freundii_MiSeq.609880,0,0,0,0,0
C_freundii_MiSeq.610133,545,290338,0,290338,469595
C_freundii_MiSeq.611653,0,0,0,0,0
C_freundii_MiSeq.612619,0,0,0,0,0
C_freundii_MiSeq.613247,0,0,521,546,0
C_freundii_MiSeq.613851,0,543,0,1333848,0
C_freundii_MiSeq.615713,0,0,0,0,0
C_freundii_MiSeq.615760,571,1006551,0,0,0
C_freundii_MiSeq.616306,0,0,0,546,0
C_freundii_MiSeq.616418,0,0,0,0,0
C_freundii_MiSeq.61690,0,0,0,0,0
C_freundii_MiSeq.618337,0,0,0,0,0
C_freundii_MiSeq.620065,0,0,0,0,0
C_freundii_MiSeq.623568,0,0,0,1333848,0
C_freundii_MiSeq.623787,0,0,0,0,0
C_freundii_MiSeq.626003,0,0,0,1333848,0
C_freundii_MiSeq.626069,0,0,0,1333848,0
C_freundii_MiSeq.62630,0,590,0,149539,0
C_freundii_MiSeq.627545,0,0,0,1333848,0
C_freundii_MiSeq.627574,0,0,0,0,0
C_freundii_MiSeq.628229,0,1191061,0,1191061,0
C_freundii_MiSeq.628234,0,0,0,0,0
C_freundii_MiSeq.629256,545,290338,0,1333848,0
C_freundii_MiSeq.631488,171437,1110502,0,318586,0
C_freundii_MiSeq.631891,0,0,0,546,0
C_freundii_MiSeq.631930,0,0,0,0,0
C_freundii_MiSeq.633227,0,0,0,1333848,0
C_freundii_MiSeq.635971,82996,571,0,1333848,0
C_freundii_MiSeq.636317,0,0,0,546,0
C_freundii_MiSeq.639340,28901,54388,0,0,0
C_freundii_MiSeq.641464,0,0,0,0,0
C_freundii_MiSeq.642514,0,0,0,0,0
C_freundii_MiSeq.645100,0,0,0,1333848,0
C_freundii_MiSeq.645604,550,1211025,0,1211025,0
